v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
spam,NUMBER congratul week competit draw u å NUMBER prize claim call NUMBER b4280703 cs stop sm NUMBER NUMBER 150ppm,,,
ham,wait e car dat bore wat co wait outsid got noth NUMBER home stuff watch tv wat,,,
ham,mayb westshor hyde park villag place near hous,,,
ham,know anthoni bring money school fee pay rent stuff like that need help friend need,,,
ham,signific,,,
ham,opinion NUMBER NUMBER jada NUMBER kusruthi NUMBER lovabl NUMBER silent NUMBER spl charact NUMBER matur NUMBER stylish NUMBER simpl pl repli,,,
ham,NUMBER latest g still scroung ammo want give new ak tri,,,
ham,prabha soryda reali frm heart sori,,,
ham,lol ok forgiven,,,
ham,jst chang tat,,,
spam,guarante latest nokia phone 40gb ipod mp3 player å NUMBER prize txt word collect NUMBER ibhltd ldnw15h 150p mtmsgrcvd18,,,
ham,competit,,,
spam,boltblu tone 150p repli poli mono eg poly3 NUMBER cha cha slide NUMBER yeah NUMBER slow jamz NUMBER toxic NUMBER come stop NUMBER tone txt,,,
spam,credit top http url bubbletext com renew pin tgxxrz,,,
ham,way transport less problemat sat night way u want ask n join bday feel free need know definit no book fri,,,
ham,usual person unconsci children adult may behav abnorm call,,,
ham,ebay might less elsewher,,,
ham,shall come get pickl,,,
ham,gonna go get taco,,,
ham,rude campu,,,
spam,urgent mobil award å NUMBER NUMBER bonu caller prize NUMBER NUMBER NUMBER 2nd attempt contact call NUMBER NUMBER NUMBER box95qu,,,
ham,hi b ard NUMBER christma enjoy n merri x ma,,,
spam,today offer claim ur å NUMBER worth discount voucher text ye NUMBER savamob member offer mobil cs NUMBER å NUMBER NUMBER sub NUMBER unsub repli x,,,
ham,ye pretti ladi like singl,,,
spam,reciev tone within next 24hr term condit pleas see channel u teletext pg NUMBER,,,
ham,jay say doubl faggot,,,
spam,privat NUMBER account statement NUMBER show NUMBER un redeem point call NUMBER identifi code NUMBER expir NUMBER NUMBER NUMBER,,,
ham,today sunday sunday holiday work,,,
ham,gudnit tc practic go,,,
ham,late,,,
ham,call hope l8r malaria know miss guy miss bani big pl give love especi great day,,,
ham,good afternoon love goe day hope mayb got lead job think boytoy send passion kiss across sea,,,
ham,probabl gonna see later tonight lt,,,
ham,mayb fat finger press button know,,,
ham,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear,,,
ham,tirupur da start offic call,,,
spam,url applausestor com monthlysubscriptionemailadress50p msg max6 month csc web age16 2stop txt stop,,,
ham,famou quot develop abil listen anyth uncondit without lose temper self confid mean marri,,,
ham,go colleg pa els ill come self pa,,,
ham,NUMBER oclock mine bash flat plan,,,
ham,girl stay bed girl need recoveri time id rather pass fun coop bed,,,
ham,special,,,
ham,know need get hotel got invit apologis cali sweet come english bloke weddin,,,
ham,sorri took long omw,,,
ham,wait lt gt min,,,
ham,ok give NUMBER minut think see btw alibi cut hair whole time,,,
ham,imagin final get sink bath put pace mayb even eat left also imagin feel cage cock surround bath water remind alway own enjoy cuck,,,
ham,hurri weed defici like three day,,,
ham,sure get acknowledg astoundingli tactless gener faggi demand blood oath fo,,,
ham,ok everi night take warm bath drink cup milk see work magic still need loos weight know,,,
ham,û look fri pan case û cheap book perhap û silli fri pan û like book,,,
ham,well uv caus mutat sunscreen like essenti theseday,,,
ham,lunch onlin,,,
ham,know friend alreadi told,,,
ham,hi princess thank pic pretti,,,
ham,aiyo u alway c ex one dunno abt mei repli first time u repli fast lucki workin huh got bao ur sugardad ah gee,,,
ham,hi msg offic,,,
ham,thanx NUMBER e browni v nice,,,
ham,geeeee love much bare stand,,,
spam,gent tri contact last weekend draw show å NUMBER prize guarante call NUMBER claim code k52 valid 12hr 150ppm,,,
ham,fuck babe miss alreadi know let send money toward net need want crave,,,
ham,ill call u 2mrw ninish address icki american freek wont stop callin NUMBER bad jen k eh,,,
ham,oooh bed ridden ey think,,,
ham,anyway go gym whatev love smile hope ok good day babe miss much alreadi,,,
ham,love daddi make scream pleasur go slap ass dick,,,
ham,wot u wanna missi,,,
ham,yar lor wait NUMBER mum NUMBER finish sch lunch lor whole morn stay home clean room room quit clean hee,,,
ham,know lab goggl went,,,
ham,open door,,,
ham,wait call,,,
ham,nope wait sch NUMBER daddi,,,
spam,NUMBER NUMBER cash NUMBER NUMBER prize claim call09050000327,,,
ham,tire argu week week want,,,
ham,ìï wait NUMBER sch finish ard NUMBER,,,
spam,mobil number å NUMBER claim call us back ring claim hot line NUMBER,,,
ham,arngd marriag u r walkin unfortuntli snake bite u bt love marriag danc frnt snake amp sayin bite bite,,,
ham,huh earli ì_ dinner outsid izzit,,,
ham,ok anyway need chang said,,,
spam,tri contact repli offer NUMBER min NUMBER textand new video phone call NUMBER repli free deliveri tomorrow,,,
ham,ex wife abl kid want kid one day,,,
ham,scotland hope show jjc tendenc take care live dream,,,
ham,tell u headach want use NUMBER hour sick time,,,
ham,dun thk quit yet hmmm go jazz yogasana oso go meet em lesson den,,,
ham,pete pleas ring meiv hardli gotani credit,,,
ham,ya srsli better yi tho,,,
ham,meet call later,,,
spam,ur chanc win å NUMBER wkli shop spree txt shop NUMBER c url txt NUMBER shop com custcar NUMBER 1x150p wk,,,
spam,special select receiv NUMBER pound award call NUMBER line close cost 10ppm NUMBER cs appli ag promo,,,
spam,privat NUMBER account statement NUMBER show NUMBER un redeem point call NUMBER identifi code NUMBER expir NUMBER NUMBER NUMBER,,,
ham,still grand prix,,,
ham,met stranger choos friend long world stand friendship never end let friend forev gud nitz,,,
ham,great,,,
ham,gud mrng dear nice day,,,
spam,import custom servic announc call freephon NUMBER NUMBER NUMBER,,,
ham,exhaust train morn much wine pie sleep well,,,
ham,go buy mum present ar,,,
ham,mind blastin tsunami occur rajnik stop swim indian ocean,,,
ham,u send home first ok lor readi yet,,,
ham,speak cash yet,,,
ham,happi come noon,,,
ham,meet lunch la,,,
ham,take care n get well soon,,,
spam,xclusiveemailadressclubsaisai 2morow NUMBER NUMBER soire special zouk nichol pari free rose NUMBER ladi info NUMBER NUMBER,,,
ham,meant say cant wait see u get bore bridgwat banter,,,
ham,neva mind ok,,,
ham,fine imma get drink somethin want come find,,,
spam,NUMBER day kick euro2004 u kept date latest news result daili remov send get txt stop NUMBER,,,
ham,valentin game send di msg ur friend NUMBER answer r someon realli love u que colour suit best rpli,,,
ham,mani depend,,,
ham,thanx4 today cer nice NUMBER catch ave NUMBER find time often oh well take care c u soon c,,,
ham,call said choos futur,,,
ham,happi valentin day know earli hundr handsom beauti wish thought finish aunti uncl 1st,,,
ham,like v shock leh co tell shuhui like tell leona also like dat almost know liao got ask abt ur reaction lor,,,
ham,famili happi,,,
ham,come n pick ì_ come immedi aft ur lesson,,,
ham,let snow let snow kind weather bring ppl togeth friendship grow,,,
ham,dear got lt gt dollar hi hi,,,
ham,good word word may leav u dismay mani time,,,
ham,make sure alex know birthday fifteen minut far concern,,,
ham,sorri got thing may pub later,,,
ham,nah straight bring bud drink someth actual littl use straight cash,,,
ham,haha good hear offici paid market 8th,,,
ham,mani lick take get center tootsi pop,,,
ham,yup thk r e teacher said make face look longer darren ask NUMBER cut short,,,
spam,new textbuddi chat NUMBER horni guy ur area NUMBER 25p free NUMBER receiv search postcod gaytextbuddi com txt one name NUMBER,,,
spam,today vodafon number end NUMBER select receiv å NUMBER award number match call NUMBER receiv å NUMBER award,,,
ham,pleas dont say like hi hi hi,,,
ham,thank u,,,
ham,oh forward messag thought send,,,
ham,got seventeen pound seven hundr ml ûò hope ok,,,
spam,dear voucher holder NUMBER claim week offer pc go http url e tlp co uk expressoff ts cs appli NUMBER stop text txt stop NUMBER,,,
ham,n funni,,,
ham,sweetheart hope kind day one load reason smile biola,,,
ham,ì_ login dat time dad fetch ì_ home,,,
ham,shower babi,,,
ham,askd u question hour answer,,,
ham,well imma definit need restock thanksgiv let know,,,
ham,said kiss kiss sound effect gorgeou man kind person need smile brighten day,,,
ham,probabl gonna swing wee bit,,,
ham,ya nice readi thursday,,,
ham,allo brave buse taken train triumph mean û b û ham jolli good rest week,,,
ham,watch cartoon listen music amp eve go templ amp church u,,,
ham,mind ask happen dont say uncomfort,,,
spam,privat NUMBER account statement show NUMBER un redeem point call NUMBER identifi code NUMBER expir NUMBER NUMBER NUMBER,,,
ham,prob send email,,,
spam,NUMBER NUMBER cash NUMBER NUMBER prize claim call09050000327 c rstm sw7 3ss 150ppm,,,
ham,that cool sometim slow gentl sonetim rough hard,,,
ham,gonna say sorri would normal start panic time sorri see tuesday,,,
ham,wait know wesley town bet hella drug,,,
ham,fine miss much,,,
ham,u got person stori,,,
ham,tell drug dealer get impati,,,
ham,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng,,,
ham,place man,,,
ham,doesnt make sens take unless free need know wikipedia com,,,
spam,NUMBER NUMBER premium phone servic call NUMBER,,,
ham,sea lay rock rock envelop envelop paper paper NUMBER word,,,
ham,mum repent,,,
ham,sorri go home first daddi come fetch ì_ later,,,
ham,leav de start prepar next,,,
ham,ye babi studi posit kama sutra,,,
ham,en chikku nang bakra msg kalstiya tea coffe,,,
ham,carlo minut still need buy,,,
ham,pay lt decim gt lakh,,,
ham,good even ttyl,,,
ham,u receiv msg,,,
ham,ho ho big belli laugh see ya tomo,,,
spam,sm ac sun0819 post hello seem cool," wanted to say hi. HI!!!\"" Stop? Send STOP to 62468""",,
spam,get ur 1st rington free repli msg tone gr8 top NUMBER tone phone everi week å NUMBER NUMBER per wk NUMBER opt send stop NUMBER NUMBER,,,
ham,ditto worri say anyth anymor like said last night whatev want peac,,,
ham,got lt gt way could pick,,,
ham,dont knw pa drink milk,,,
ham,mayb say hi find got card great escap wetherspoon,,,
ham,piggi r u awak bet u still sleep go NUMBER lunch,,,
ham,caus freaki lol,,,
ham,miss call caus yell scrappi miss u wait u come home lone today,,,
ham,hex place talk explain,,,
ham,ìï log NUMBER wat sdryb8i,,,
ham,xy go NUMBER e lunch,,,
spam,hi sue NUMBER year old work lapdanc love sex text live bedroom text sue NUMBER textoper g2 1da 150ppmsg NUMBER,,,
ham,want ask ì_ wait NUMBER finish lect co lect finish hour anyway,,,
ham,finish work yet,,,
ham,everi king cri babi everi great build map imprtant u r today u wil reach tomorw gud ni8,,,
ham,dear cherthala case u r come cochin pl call bfore u start shall also reach accordingli tell day u r come tmorow engag an holiday,,,
ham,thank love torch bold,,,
spam,forward NUMBER pleas call NUMBER immedi urgent messag wait,,,
ham,farm open,,,
ham,sorri troubl u buy 4d dad NUMBER NUMBER NUMBER NUMBER big NUMBER small sat n sun thanx,,,
ham,sister law hope great month say hey abiola,,,
ham,purchas stuff today mail po box number,,,
ham,ah poop look like ill prob send laptop get fix cuz gpu problem,,,
ham,good good job like entrepreneur,,,
ham,aight close still around alex place,,,
ham,meet corpor st outsid gap û_ see mind work,,,
ham,mum ask ì_ buy food home,,,
ham,k u also dont msg repli msg,,,
ham,much r ì_ will pay,,,
ham,sorri call later,,,
ham,import prevent dehydr give enough fluid,,,
ham,that bit weird even suppos happen good idea sure pub,,,
ham,true dear sat pray even felt sm time,,,
ham,think get away trek long famili town sorri,,,
ham,wanna gym harri,,,
ham,quit late lar ard NUMBER anyway wun b drivin,,,
spam,review keep fantast nokia n gage game deck club nokia go NUMBER url cnupdat com newslett unsubscrib alert repli word,,,
spam,4mth half price orang line rental latest camera phone NUMBER free phone 11mth call mobilesdirect free NUMBER updat or2stoptxt cs,,,
ham,height confid aeronaut professor wer calld amp wer askd NUMBER sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt NUMBER didnt move said made student,"this wont even start........ Datz confidence..""",,
ham,seem like weird time night g want come smoke day shitstorm attribut alway come make everyon smoke,,,
spam,NUMBER 10am 7pm cost 10p,,,
ham,save stress person dorm account send account detail money sent,,,
ham,also know lunch menu da know,,,
ham,stuff sell tell,,,
spam,NUMBER urgent 2nd attempt contact u u å NUMBER call NUMBER b4 NUMBER csbcm4235wc1n3xx callcost 150ppm mobilesvari maxå NUMBER NUMBER,,,
ham,book lesson msg call work sth go get spec membership px3748,,,
spam,guarante å NUMBER cash å NUMBER prize claim yr prize call custom servic repres NUMBER 10am 7pm,,,
ham,macha dont feel upset assum mindset believ one even wonder plan us let life begin call anytim,,,
ham,oh send address,,,
ham,fine anytim best,,,
ham,wondar full flim,,,
ham,ya even cooki jelli,,,
ham,world run still mayb feel admit mad correct let call life keep run world may u r also run let run,,,
ham,got look scrumptiou daddi want eat night long,,,
ham,co lar ba dao ok NUMBER pm lor u never ask go ah said u would ask fri said u ask today,,,
ham,alright omw gotta chang order half8th,,,
ham,exactli anyway far jide studi visit,,,
ham,dunno u ask,,,
spam,email alertfrom jeri stewarts 2kbsubject low cost prescripiton drvgsto listen email call NUMBER,,,
ham,spring come earli yay,,,
ham,lol feel bad use money take steak dinner,,,
ham,even u dont get troubl convinc tel twice tel neglect msg dont c read dont repli,,,
ham,leav qatar tonit search opportun went fast pl add ur prayer dear rakhesh,,,
ham,one talk,,,
ham,thank look realli appreci,,,
spam,hi custom loyalti offer new nokia6650 mobil å NUMBER txtauction txt word start NUMBER get 4t ctxt tc 150p mtmsg,,,
